image_name,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,label
person_nn_0.jpg,0.4297951459884643,0.2753853797912597,0.4265406727790832,0.2559697031974792,0.4144532382488251,0.2694904506206512,0.0,0.0,0.3808984756469726,0.2959112226963043,0.4309295117855072,0.349988728761673,0.3580203950405121,0.4042549431324005,0.4648237526416778,0.4480205774307251,0.3478936851024627,0.5298718810081482,0.477638840675354,0.5618380308151245,0.4162812232971191,0.5854542851448059,0.4405953288078308,0.5901413559913635,0.4013310074806213,0.6225683093070984,0.4156079292297363,0.6948539614677429,0.4230418503284454,0.7482443451881409,0.3817242085933685,0.8058948516845703,0.4318779110908508,0.8421640992164612,Normal
person_nn_1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9613624215126038,0.0809527337551117,0.9361026883125304,0.1208402886986732,0.937727153301239,0.1390446573495865,0.0,0.0,0.9411904811859132,0.2406342625617981,0.0,0.0,0.9775626063346864,0.2075801640748977,0.9071005582809448,0.3004512786865234,0.9087364077568054,0.3076983988285064,0.8951109647750854,0.426445335149765,0.8983721733093262,0.4451422691345215,0.8764859437942505,0.5393596291542053,0.8780816793441772,0.5625265836715698,Normal
person_nn_2.jpg,0.4467627704143524,0.2832094430923462,0.4442026615142822,0.2653454542160034,0.4327885210514068,0.2756393849849701,0.0,0.0,0.4002171754837036,0.3019764721393585,0.4499288499355316,0.3676644265651703,0.3747177422046661,0.4170982241630554,0.476904034614563,0.4807569086551666,0.3751721084117889,0.5617780089378357,0.4860841929912567,0.5751481056213379,0.4427589774131775,0.6115617752075195,0.4647789597511291,0.6235066652297974,0.4183514714241028,0.6534904837608337,0.4559939801692962,0.7370476722717285,0.4279696941375732,0.7835940718650818,0.4382804036140442,0.857737123966217,0.44031423330307,0.8902816772460938,Normal
person_nn_3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9617520570755004,0.0818414166569709,0.9371306896209716,0.1193350851535797,0.937954604625702,0.1388134956359863,0.0,0.0,0.941606104373932,0.239421471953392,0.0,0.0,0.9787164330482484,0.2040359675884246,0.9067060947418212,0.2955783009529114,0.907914698123932,0.3033928871154785,0.8965316414833069,0.4212410449981689,0.8994864225387573,0.4406545162200928,0.8780049085617065,0.5318968296051025,0.8789594769477844,0.5551484823226929,Normal
person_nn_4.jpg,0.4714663922786712,0.2908490896224975,0.0,0.0,0.456851065158844,0.2815148830413818,0.0,0.0,0.4205569624900818,0.3095166087150574,0.4636919796466827,0.3902722299098968,0.3918089568614959,0.4337745904922485,0.0,0.0,0.3994791507720947,0.5836583375930786,0.508564293384552,0.587969958782196,0.4713298976421356,0.6219509840011597,0.4806426763534546,0.6340029835700989,0.4340646266937256,0.6646770238876343,0.4831919372081756,0.7367579936981201,0.4401895701885223,0.7951840162277222,0.4644765853881836,0.8218768835067749,0.4395205378532409,0.8833135962486267,Normal
person_nn_5.jpg,0.0,0.0,0.0,0.0,0.9772782921791076,0.0853171870112419,0.0,0.0,0.962235152721405,0.0812144428491592,0.9413380026817322,0.1184530183672905,0.936234712600708,0.1357424110174179,0.0,0.0,0.9397704601287842,0.2362500876188278,0.0,0.0,0.978879451751709,0.2030222415924072,0.9083282947540284,0.2931765019893646,0.9052929282188416,0.3002097010612488,0.8976537585258484,0.4196821749210357,0.8974215984344482,0.4392330646514892,0.8775026202201843,0.5320711135864258,0.8763276934623718,0.5580503344535828,Normal
person_nn_6.jpg,0.4714663922786712,0.2908490896224975,0.0,0.0,0.456851065158844,0.2815148830413818,0.0,0.0,0.4205569624900818,0.3095166087150574,0.4636919796466827,0.3902722299098968,0.3918089568614959,0.4337745904922485,0.0,0.0,0.3994791507720947,0.5836583375930786,0.508564293384552,0.587969958782196,0.4713298976421356,0.6219509840011597,0.4806426763534546,0.6340029835700989,0.4340646266937256,0.6646770238876343,0.4831919372081756,0.7367579936981201,0.4401895701885223,0.7951840162277222,0.4644765853881836,0.8218768835067749,0.4395205378532409,0.8833135962486267,Normal
person_nn_7.jpg,0.0,0.0,0.0,0.0,0.9772782921791076,0.0853171870112419,0.0,0.0,0.962235152721405,0.0812144428491592,0.9413380026817322,0.1184530183672905,0.936234712600708,0.1357424110174179,0.0,0.0,0.9397704601287842,0.2362500876188278,0.0,0.0,0.978879451751709,0.2030222415924072,0.9083282947540284,0.2931765019893646,0.9052929282188416,0.3002097010612488,0.8976537585258484,0.4196821749210357,0.8974215984344482,0.4392330646514892,0.8775026202201843,0.5320711135864258,0.8763276934623718,0.5580503344535828,Normal
person_nn_8.jpg,0.4982943832874298,0.3110883831977844,0.0,0.0,0.4844160377979278,0.3011660575866699,0.0,0.0,0.4464153349399566,0.3249268233776092,0.4871575832366943,0.389082670211792,0.4205389022827148,0.4465396702289581,0.5053792595863342,0.5060969591140747,0.4276475012302398,0.6127033233642578,0.5203187465667725,0.588776707649231,0.5062689781188965,0.6337251663208008,0.4993764758110046,0.6442204713821411,0.4517075419425964,0.676509439945221,0.5229218006134033,0.761841356754303,0.4521209001541137,0.8012300729751587,0.5128791332244873,0.8939341306686401,0.4346722662448883,0.9065364003181458,Normal
person_nn_9.jpg,0.0,0.0,0.0,0.0,0.9775505065917968,0.0847658440470695,0.0,0.0,0.9604302048683168,0.0810294970870018,0.9497979879379272,0.1211490780115127,0.9336363673210144,0.1351273506879806,0.0,0.0,0.94007670879364,0.2358155846595764,0.0,0.0,0.9789711833000184,0.2025351822376251,0.9148353338241576,0.2939460277557373,0.9041978120803832,0.2989386320114136,0.9007449746131896,0.4194932281970978,0.8967481255531311,0.4365794956684112,0.8768614530563354,0.5343273282051086,0.8752491474151611,0.5593345165252686,Normal
